RowNumber,CreditScore,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,Loyalty_Score,Complain_score
2051,492,0,1,0,0,1,49,8,0.0,1,1,1,182865.09,5,485,35.85,0.16062915005090578
2054,850,0,1,0,1,0,63,8,169832.57,1,0,0,184107.26,1,965,26.65,-1.6834522457649614
2059,707,0,1,0,1,0,47,3,0.0,2,1,0,174303.29,5,791,31.41,-4.345078262041463e-05
2065,765,0,1,0,1,0,44,6,0.0,2,1,1,159899.97,5,877,38.77,4.732094914588925e-07
2075,661,0,0,1,1,0,44,1,141136.62,1,1,0,189742.78,2,362,13.12,0.5689060699461493
2076,710,0,0,1,1,0,45,9,108231.37,1,1,1,188574.08,5,965,42.15,2.4007733651075183e-05
2079,640,0,1,0,1,0,63,2,68432.45,2,1,1,112503.24,1,384,15.84,-0.8150346771593382
2100,548,0,1,0,1,0,57,6,76165.65,1,1,1,133537.53,2,816,27.16,4.0882848338004844e-05
2104,594,0,1,0,1,0,61,3,62391.22,1,1,1,192434.11,4,968,30.18,-8.553487123100068e-05
2121,618,0,0,1,0,1,54,4,118449.21,1,1,1,133573.29,1,534,18.34,1.2025345321507446
2126,544,0,1,0,0,1,45,6,0.0,2,0,1,151401.33,2,686,27.86,8.567346928140446e-06
2131,704,0,1,0,0,1,45,6,0.0,1,1,1,137739.45,5,701,35.01,0.00011090781827470635
2139,718,1,0,0,1,0,45,3,105266.32,2,1,1,193724.51,5,372,29.22,-6.378270113046011e-05
2152,753,0,1,0,1,0,57,7,0.0,1,1,0,159475.08,2,647,24.97,-0.06913381954865777
2158,744,0,1,0,0,1,44,3,0.0,2,1,1,189016.14,4,862,31.12,-4.9299900628867223e-05
2165,767,1,0,0,1,0,77,8,149083.7,1,1,1,190146.83,5,383,34.83,-0.00018456885710261666
2172,526,0,0,1,1,0,58,9,190298.89,2,1,1,191263.76,1,889,31.39,-0.00014321814329381206
2174,698,0,1,0,0,1,46,0,0.0,2,1,1,125962.02,2,613,18.13,4.5620988084648586e-05
2191,700,0,0,1,0,1,59,5,137648.41,1,1,0,142977.05,2,839,23.89,0.2375779921758199
2196,798,1,0,0,0,1,58,9,0.0,2,0,0,119071.56,3,400,30.5,-0.3961800768938542
2197,773,0,0,1,1,0,47,2,118079.47,4,1,1,143007.49,4,668,31.68,-2.958619234550106
2217,686,0,1,0,0,1,47,5,113328.93,1,1,0,124170.9,4,666,28.16,0.00012123479491197363
2221,714,0,0,1,0,1,49,5,140510.89,1,1,0,141914.94,1,455,17.05,7.803395555480819e-05
2225,631,1,0,0,1,0,55,9,99685.06,1,1,0,114474.98,1,932,27.82,8.633763604843073e-05
2227,790,1,0,0,1,0,46,2,131365.37,2,1,1,180290.68,5,242,26.42,-4.7252022921598275e-05
2228,633,1,0,0,1,0,58,6,98308.51,1,1,1,132034.13,3,808,30.08,3.701885904173661e-05
2230,757,1,0,0,1,0,44,5,140856.16,2,1,0,158735.1,5,293,29.43,2.46451544914027e-06
2236,648,1,0,0,0,1,56,6,157559.59,2,1,0,140991.23,4,320,28.2,-0.8882633693776509
2245,515,0,1,0,0,1,66,6,0.0,2,1,1,160663.11,2,282,23.82,-0.00014237937163058287
2246,625,0,1,0,0,1,58,10,53772.73,1,1,1,192072.1,5,428,38.28,-1.3123461091211868
2262,763,0,0,1,0,1,61,1,66101.89,1,1,1,143981.27,2,366,15.16,-2.7063762413595093e-06
2264,757,0,1,0,0,1,49,2,0.0,2,0,0,164482.92,1,265,12.65,-3.953119321473738e-05
2275,580,0,1,0,0,1,65,9,106804.26,3,1,0,107890.69,3,950,38.0,-2.494497678996833
2276,550,0,1,0,0,1,48,6,0.0,2,1,1,191870.28,2,730,28.3,-7.991496011133774e-05
2284,702,0,1,0,1,0,45,9,74989.58,1,1,1,171014.69,3,811,34.61,5.402491833284314e-05
2287,618,0,0,1,1,0,44,5,157955.83,2,0,0,139297.71,5,668,33.18,3.569207775976443e-05
2294,689,1,0,0,0,1,45,0,57784.22,1,1,0,197804.0,3,709,18.09,0.1645981667981138
2297,749,0,0,1,1,0,47,9,110022.74,1,0,1,135655.29,3,634,32.84,2.032153957331551
2302,676,0,1,0,0,1,61,8,0.0,2,1,1,118522.73,5,762,40.62,-3.817180967554183e-05
2304,714,1,0,0,1,0,45,0,124693.48,1,0,1,187194.15,2,952,19.52,2.6366677421782014e-05
2308,610,0,0,1,1,0,57,6,106938.11,2,0,1,186612.47,4,913,36.13,-0.0001288329191261143
2322,545,0,0,1,1,0,45,6,93796.42,2,1,1,162321.26,3,577,29.77,-1.00999049252542e-05
2324,583,0,1,0,1,0,51,6,125268.03,2,1,0,165082.25,4,837,33.37,-5.3423729357192345e-05
2343,593,1,0,0,1,0,44,5,0.0,1,1,0,128046.98,2,569,21.19,0.00013391076954306281
2353,637,1,0,0,0,1,45,2,157929.45,1,1,1,145134.49,4,546,24.46,1.965423204898714
2369,557,1,0,0,1,0,48,10,0.0,2,1,1,185094.48,5,933,45.33,-6.833195865361495e-05
2370,648,1,0,0,0,1,54,7,118241.02,1,1,0,172586.89,3,884,30.34,-0.13138081482023656
2393,649,1,0,0,1,0,51,4,0.0,1,1,1,150390.57,3,782,26.82,5.067715033985072e-05
2400,541,0,0,1,1,0,51,7,90373.28,2,1,0,179861.79,4,935,35.85,-7.868885426708828e-05
2415,556,0,1,0,0,1,52,9,0.0,1,1,0,175149.2,1,570,24.2,0.03838405797274729
2420,580,1,0,0,0,1,57,0,136820.99,1,0,1,108528.74,5,419,23.19,8.363453094756886e-05
2421,593,0,1,0,0,1,46,7,98752.51,1,1,0,145560.38,3,442,25.92,9.110420148319202e-05
2435,774,0,1,0,0,1,52,2,56580.93,1,1,0,113266.28,5,946,29.46,2.154225116049353
2439,628,0,0,1,0,1,61,1,97361.66,1,1,1,149922.38,5,657,27.07,-0.2572629286997608
2444,560,0,1,0,1,0,57,0,0.0,2,0,1,116781.71,1,615,15.15,-9.459591272002255e-06
2447,758,0,1,0,1,0,51,8,81710.46,1,1,1,116520.07,4,688,34.88,0.00010857762716528843
2450,537,0,0,1,0,1,46,5,100727.5,1,0,1,140857.76,3,649,26.99,1.982962576935757
2455,678,0,0,1,0,1,51,1,145751.03,1,0,0,109718.44,4,957,25.07,2.4042158875122355
2456,661,0,1,0,1,0,47,5,0.0,1,0,1,107243.31,4,308,26.58,3.003588948202237
2463,672,0,1,0,0,1,53,9,169406.33,4,1,1,147311.47,4,232,37.82,-3.877895471470997
2472,626,0,0,1,1,0,49,9,171787.84,2,1,0,187192.23,5,398,36.48,-7.83519923578466e-05
2474,351,0,0,1,0,1,57,4,163146.46,1,1,0,169621.69,4,453,24.53,-0.41605691300143466
2495,666,0,1,0,1,0,46,5,123873.19,1,1,1,177844.06,2,742,24.92,3.591633990217471e-05
2496,466,0,0,1,0,1,56,2,111920.13,3,1,0,197634.11,3,586,23.86,-4.404739994372533
2497,567,0,1,0,0,1,45,4,0.0,2,0,1,121053.19,3,525,26.25,6.044646819192865e-05
2505,619,1,0,0,0,1,45,0,0.0,2,0,0,113645.4,4,315,19.15,7.310983522881059e-05
2509,677,0,1,0,1,0,46,2,57037.74,1,1,1,158531.01,1,870,18.7,6.893134717852194e-05
2510,655,0,1,0,0,1,50,10,0.0,4,1,0,179267.94,1,889,34.89,-4.5844608885865
2513,734,0,1,0,1,0,51,1,118537.47,1,1,1,116912.45,2,697,18.47,0.00010790686679574075
2520,612,1,0,0,0,1,62,0,167026.61,2,1,1,192892.05,1,739,16.39,-0.00017173765356630742
2521,498,0,0,1,1,0,61,7,102453.26,1,1,0,187247.56,2,727,25.77,-1.5334494490530302
2531,624,0,1,0,0,1,45,3,68639.57,1,1,0,168002.31,2,553,18.03,1.1835487803449698
2537,691,0,1,0,1,0,58,3,0.0,1,0,1,194930.3,2,974,24.24,-1.4100709241783065
2540,584,0,0,1,0,1,46,6,87361.02,2,1,0,120376.87,4,400,29.0,1.1034274395057275
2547,660,0,1,0,1,0,50,1,0.0,3,1,1,191849.15,5,967,34.17,-3.4348275190486985
2554,727,1,0,0,1,0,71,8,0.0,1,1,1,198446.91,4,869,36.69,-3.2032313253876237
2566,705,0,1,0,0,1,50,4,77065.9,2,0,1,145159.26,4,726,31.26,-1.2932049367022642e-05
2576,551,0,0,1,1,0,54,5,102994.04,1,1,0,176680.16,2,289,18.39,-0.2713339509649628
2583,656,0,1,0,0,1,46,5,113402.14,2,1,1,138849.06,4,605,31.55,2.3591028064321495e-05
2590,778,0,1,0,1,0,44,8,123863.64,1,1,0,144494.94,1,830,25.3,0.00010579353694225305
2594,692,0,0,1,1,0,53,7,150926.99,2,0,0,119817.19,2,357,24.07,1.1087361559529153e-05
2610,682,0,1,0,0,1,46,2,0.0,1,1,1,114442.66,3,257,18.57,0.00014429889378830886
2615,546,0,0,1,0,1,58,3,106458.31,4,1,0,128881.87,5,369,31.19,-3.891200637008079
2618,692,0,0,1,1,0,45,6,152296.83,4,0,1,108040.86,4,489,35.89,-1.5057010761963663
2629,634,0,0,1,1,0,48,2,107247.69,1,1,1,103712.05,5,674,28.74,2.9956399296855647
2661,767,0,1,0,0,1,44,2,152509.25,1,1,1,136915.15,4,777,26.77,0.00011875093217517506
2663,669,0,1,0,0,1,44,8,96418.09,1,0,0,131609.48,3,915,32.15,2.5565437409139173
2669,524,0,1,0,1,0,52,2,87894.26,1,1,0,173899.42,4,771,24.71,0.08111532917913157
2674,601,0,1,0,1,0,50,2,115625.07,1,1,0,185855.21,5,666,26.66,-3.5144541573924384e-06
2698,723,0,1,0,1,0,48,7,0.0,2,1,1,150694.58,1,501,24.51,-9.526490392225945e-06
2721,726,1,0,0,0,1,56,8,123110.9,3,0,1,130113.78,4,873,40.73,-2.0961500560037303
2722,564,0,0,1,0,1,44,3,111760.4,3,1,1,104722.47,3,785,29.35,0.3162425181770463
2733,623,0,0,1,0,1,48,1,108076.33,1,1,0,118855.26,3,223,14.73,2.4778779128144115
2740,625,0,1,0,1,0,45,7,137555.44,1,0,0,124607.7,3,622,27.72,0.0001333561017825507
2749,401,0,0,1,1,0,48,8,128140.17,1,1,0,175753.55,2,382,23.82,0.5324665114721744
2751,481,0,1,0,0,1,57,9,0.0,3,1,1,169719.35,3,259,33.09,-3.5789919210323426
2758,444,0,1,0,0,1,45,4,0.0,2,1,0,161653.5,3,482,23.82,-0.1791767931540637
2764,706,0,0,1,0,1,47,6,120621.89,1,1,1,140803.7,5,870,36.7,9.280158456839614e-05
2778,758,0,0,1,0,1,61,8,125397.21,1,1,0,182184.09,1,538,22.38,-1.360324171151807
2779,604,1,0,0,0,1,71,10,0.0,2,1,1,129984.2,1,750,31.5,-0.00012210481454132796
2782,732,0,0,1,0,1,61,9,94867.18,2,1,1,157527.6,3,507,33.57,-2.097091224559547
2788,805,0,1,0,1,0,46,6,118022.06,3,1,0,162643.15,4,719,34.19,-1.9214983576428915
2792,532,1,0,0,0,1,66,3,0.0,1,1,1,115227.02,1,955,21.05,1.4278039523532106e-05
2793,535,0,1,0,0,1,45,2,0.0,2,0,1,170621.55,4,921,30.21,-2.428897059565798e-05
2795,646,0,1,0,1,0,52,8,59669.43,1,0,0,172495.81,3,374,26.74,0.12910620723606447
2803,774,0,1,0,1,0,53,4,113709.28,1,1,1,153887.93,3,616,25.16,0.6366424245973846
2814,758,0,1,0,0,1,52,7,125095.94,1,1,0,171189.83,2,747,25.97,0.17375901458624943
2843,513,1,0,0,1,0,48,2,0.0,1,1,1,114709.13,3,497,20.97,2.619638387047417
2846,599,0,0,1,1,0,45,10,103583.05,1,1,0,132127.69,2,376,26.76,2.410139153567438
2852,603,0,1,0,0,1,48,5,0.0,1,1,0,100478.6,2,709,22.59,3.106194930471529
2873,439,1,0,0,1,0,52,3,96196.24,4,1,0,198874.52,1,397,19.47,-5.5122030461291995
2878,657,1,0,0,1,0,67,5,119785.47,2,1,1,107534.32,1,876,25.26,-5.799149876658827e-05
2880,750,0,0,1,0,1,52,6,107467.56,1,1,0,126233.18,5,644,32.44,1.710873389660658
2902,498,0,1,0,1,0,73,2,170241.7,2,1,1,165407.96,2,539,20.39,-0.0001955285386548515
2917,651,0,1,0,1,0,56,2,0.0,1,1,0,114522.68,4,327,20.27,1.5965216949418046
2927,510,0,1,0,1,0,63,8,0.0,2,1,1,115291.86,2,960,33.6,-4.551674816408584e-05
2933,688,0,1,0,0,1,54,9,0.0,1,1,0,191212.63,5,746,37.96,-0.7682141353723331
2953,733,0,1,0,1,0,51,10,141556.96,1,1,0,130189.53,3,800,34.0,8.521014655690511e-05
2956,577,0,1,0,0,1,46,1,0.0,1,1,1,158750.53,4,800,25.5,6.855608514599454e-05
2965,721,0,1,0,1,0,46,1,115764.32,2,0,0,102950.79,3,804,22.54,8.495790927978351e-05
2967,511,0,1,0,1,0,45,5,68375.27,1,1,0,193160.25,1,351,16.009999999999998,0.3233727836623993
2974,591,0,1,0,0,1,56,9,128882.49,1,1,1,196241.94,2,658,30.08,-1.1975443501581562
2975,565,0,0,1,1,0,59,9,69129.59,1,1,1,170705.53,5,558,38.08,-3.552259519796601e-05
2978,505,1,0,0,0,1,45,9,131355.3,3,1,0,195395.33,2,661,32.11,-2.91264282551587
2989,689,0,1,0,1,0,47,1,93871.95,3,1,0,156878.42,4,334,22.84,-1.8530827261401024
2990,703,1,0,0,0,1,45,1,0.0,1,1,0,182784.11,2,919,18.69,0.6781437452839746
2992,584,0,1,0,1,0,49,8,172713.44,1,1,0,113860.81,2,475,24.75,0.0001259915441325622
2993,810,0,1,0,0,1,51,5,0.0,2,0,1,184524.74,1,527,21.77,-8.666000994572229e-05
2999,751,0,1,0,1,0,47,5,142669.93,2,1,0,162760.96,3,627,26.77,-2.3719558969256384e-05
3004,580,0,1,0,1,0,55,6,104305.74,1,0,1,175750.21,5,432,32.32,-1.8410301968084108e-05
3005,596,0,0,1,1,0,47,5,140187.1,2,1,1,174311.3,1,281,19.31,-4.346447544512553e-05
3007,747,0,1,0,0,1,45,1,114959.12,1,1,0,189362.39,1,727,13.77,0.45322554627972217
3009,779,0,1,0,1,0,62,10,119096.55,1,0,1,116977.89,1,644,28.44,3.702098980224398e-05
3029,697,0,0,1,0,1,48,2,108128.96,2,1,1,103944.37,3,980,27.8,7.039141606588202e-05
3033,495,1,0,0,0,1,45,3,89158.94,3,1,0,135169.76,1,284,16.34,-0.8534682786123524
3034,787,0,1,0,0,1,85,10,0.0,2,1,1,116537.96,2,542,32.42,-0.0001891949331091481
3039,744,0,1,0,1,0,47,9,0.0,2,1,0,113163.17,2,743,30.93,6.106618941024571e-05
3048,784,1,0,0,1,0,48,7,0.0,2,1,1,182609.97,1,354,23.04,-6.408477264580376e-05
3051,791,0,1,0,0,1,44,5,0.0,2,1,1,123977.86,2,430,23.8,1.2376787684936834
3052,762,0,1,0,1,0,53,1,102520.37,1,1,1,170195.4,2,876,20.26,3.953460016886346e-06
3056,812,0,1,0,1,0,44,4,115049.15,2,1,0,165038.41,2,223,18.23,-8.310780297262927e-06
3057,685,0,1,0,1,0,58,1,104796.54,1,1,1,154181.41,3,673,21.23,-8.41168781486551e-07
3075,614,0,0,1,0,1,44,6,118715.86,1,1,0,133591.11,2,704,24.04,2.4887897610448952
3083,483,0,1,0,0,1,44,5,136836.49,1,1,0,192359.9,1,853,21.03,0.4794240295073101
3086,734,0,1,0,0,1,54,3,0.0,1,1,0,130805.54,4,505,23.55,1.2971667681294534
3100,696,1,0,0,1,0,60,8,88786.81,1,1,1,196858.4,1,628,25.28,-8.66640448273574e-05
3104,655,0,1,0,0,1,47,10,0.0,2,1,0,167778.62,2,989,34.89,-3.2297079423572854e-05
3107,554,0,1,0,0,1,45,6,0.0,2,1,1,181204.5,3,802,32.02,-4.23801665100899e-05
3138,664,0,1,0,1,0,48,10,0.0,1,1,0,140173.17,1,495,24.95,1.748996514677706
3139,756,0,1,0,1,0,60,2,0.0,1,1,1,166513.49,3,858,24.58,-0.6958436932366634
3143,697,0,1,0,0,1,76,7,0.0,2,0,1,188772.45,3,733,32.83,-0.0002547713484964251
3145,648,1,0,0,1,0,55,1,81370.07,1,0,1,181534.04,4,564,23.14,-2.8297564183796076e-05
3146,482,0,0,1,0,1,48,2,69329.47,1,0,0,102640.52,5,910,29.1,3.032276648976781
3148,752,1,0,0,1,0,44,6,83870.33,1,1,0,178722.24,3,238,22.38,4.72831225566578e-05
3168,637,0,1,0,0,1,48,7,130806.99,2,1,1,132005.85,1,358,23.08,0.4484476794858323
3181,678,0,1,0,0,1,60,10,117738.81,1,1,0,147489.76,4,599,34.99,-0.045402682829209756
3185,667,0,0,1,1,0,55,9,154393.43,1,1,1,137674.96,3,887,35.37,0.9336077400024367
3186,652,0,0,1,0,1,45,9,110827.49,1,1,1,153383.54,3,510,31.6,1.683379651037214
3188,516,1,0,0,0,1,45,8,109044.3,1,0,1,115818.16,5,229,33.29,0.00014838152381872548
3193,554,1,0,0,1,0,66,8,0.0,2,1,1,116747.62,1,259,23.59,-6.730732335781628e-05
3194,659,0,1,0,0,1,49,1,0.0,1,1,0,116249.72,4,219,17.69,2.438277569759681
3200,548,0,1,0,0,1,46,1,0.0,1,1,1,104469.06,4,842,25.92,3.227129877218811
3205,547,0,0,1,1,0,50,3,81290.02,3,0,1,177747.03,4,899,33.49,-2.952661446375928
3239,675,0,1,0,1,0,54,6,0.0,1,1,0,110273.84,2,420,21.2,1.9991668329633596
3246,514,0,0,1,0,1,45,3,109032.23,1,0,1,155407.21,2,764,22.14,1.6141882800741463
3251,611,0,1,0,1,0,58,8,0.0,2,0,1,107665.68,5,294,35.94,-0.006201239316461213
3255,552,0,0,1,1,0,50,4,121175.56,1,1,0,117505.07,1,662,17.62,2.2666694031775965
3258,707,0,1,0,0,1,58,3,102346.86,1,1,1,114672.64,5,887,32.37,6.669774035143293e-05
3273,728,0,1,0,0,1,59,4,0.0,1,1,1,163365.85,5,296,27.96,-0.4595361738155769
3277,794,0,0,1,0,1,54,1,75900.84,1,1,1,192154.66,4,322,20.72,-4.001915482648408e-05
3281,583,0,1,0,0,1,57,3,238387.56,1,0,1,147964.99,5,552,29.02,0.3244080657430664
3284,635,0,0,1,0,1,48,4,81556.89,2,1,0,191914.37,2,488,20.88,-7.999033047856685e-05
3285,814,0,1,0,1,0,48,9,136596.85,1,1,1,185791.9,3,935,35.85,9.461773882496273e-06
3306,786,0,1,0,0,1,62,8,0.0,1,1,1,165702.64,2,765,29.65,-4.627232615707895e-05
3309,813,0,1,0,0,1,62,10,64667.95,2,0,1,140454.14,4,691,39.91,-8.209681588368134e-05
3315,608,1,0,0,0,1,63,3,139529.93,2,1,1,175696.16,2,961,26.11,-2.975665990545169
3317,666,0,1,0,1,0,53,5,64646.7,1,1,0,128019.48,3,580,24.3,1.5211114932645025
3318,779,0,1,0,1,0,71,3,0.0,2,1,1,146895.36,1,858,22.08,-3.020428452110685
3343,712,0,0,1,1,0,53,6,134729.99,2,1,1,132702.64,2,856,29.56,-1.0939880409450843e-05
3347,714,0,1,0,1,0,63,4,138082.16,1,0,1,166677.54,1,945,22.45,-5.4372885675708284e-05
3362,602,0,0,1,0,1,48,7,76595.08,2,0,0,127095.14,3,558,29.08,3.081595594937832e-05
3365,673,0,1,0,1,0,47,1,0.0,2,0,0,108762.16,5,382,24.32,6.858956749777084e-05
3375,735,1,0,0,1,0,55,2,103176.62,1,0,1,163516.16,2,708,20.08,2.5033936817068836e-06
3380,803,1,0,0,0,1,45,7,0.0,2,1,1,128378.04,1,589,25.39,4.792488428632327e-05
3382,738,0,1,0,1,0,49,6,106770.82,1,1,0,123499.27,1,315,17.15,0.00010951492200230405
3388,537,0,0,1,1,0,84,8,92242.34,1,1,1,186235.98,3,768,32.68,-0.00022292139705441986
3390,420,1,0,0,0,1,55,4,91893.32,1,1,0,144870.28,3,970,26.7,0.6875923050165024
3397,581,0,1,0,1,0,71,4,0.0,2,1,1,197562.08,2,759,25.59,-0.000237626920056517
3404,624,0,1,0,0,1,62,7,125163.62,2,1,1,151411.5,5,513,36.63,-0.00010082805305903975
3410,598,0,0,1,0,1,46,7,131769.04,1,0,0,184980.23,2,911,27.61,0.4743696790932945
3435,692,0,1,0,1,0,66,4,159732.02,1,1,1,118188.15,4,273,24.73,9.216087708763854e-06
3450,710,0,0,1,1,0,49,10,129164.88,1,1,1,193266.72,5,890,42.9,-9.750179543137683e-06
3469,820,0,1,0,0,1,49,1,0.0,2,1,1,119087.25,1,679,17.29,3.807117282090481e-05
3494,632,1,0,0,1,0,47,3,0.0,2,1,0,178822.32,3,980,27.3,-5.1175911915478416e-05
3496,591,0,0,1,1,0,46,4,129269.27,1,1,0,163504.33,1,290,13.9,6.042962445799864e-05
3498,456,0,1,0,0,1,63,1,165350.61,2,0,0,140758.07,1,343,11.93,-1.781096546944646
3503,735,0,0,1,1,0,46,2,106344.95,1,1,0,114371.33,4,287,19.87,2.88856102115707
3522,627,1,0,0,1,0,49,4,111087.5,1,0,1,146680.25,5,900,34.0,6.988781891020517e-05
3528,849,0,1,0,1,0,69,7,71996.09,1,1,1,139065.94,2,317,23.67,-4.577579239389784e-05
3532,408,0,1,0,0,1,84,8,87873.39,1,0,0,188484.52,2,608,26.08,-4.535530771396141
3535,677,0,0,1,0,1,44,4,148770.61,2,1,1,191057.76,2,277,20.77,-5.278998112653776e-05
3538,602,0,1,0,1,0,59,7,0.0,2,1,1,162347.05,3,280,28.3,-0.00010022000417852626
3544,675,0,1,0,1,0,49,8,135133.39,1,0,1,179521.24,4,229,30.29,0.2749588410552971
3550,675,0,1,0,0,1,61,5,62055.17,3,1,0,166305.16,4,716,32.66,-3.9770030379072856
3564,491,1,0,0,0,1,61,8,0.0,2,0,1,139861.53,4,973,39.73,-7.464976822007617e-05
3565,847,0,1,0,1,0,51,5,97565.74,1,0,0,144184.06,3,530,23.8,1.2258006820231246
3570,695,0,1,0,0,1,50,8,0.0,1,1,0,126381.6,2,680,26.8,1.9631716589333248
3576,640,0,1,0,0,1,66,9,116037.76,1,0,1,184636.05,1,909,29.59,-0.00010437435512641727
3587,826,0,1,0,1,0,55,4,115285.85,1,1,0,140126.17,2,712,21.12,4.248779231598212e-05
3601,506,0,1,0,0,1,57,6,0.0,2,0,1,194421.12,2,844,29.44,-2.8437730376707107
3611,580,0,1,0,0,1,56,1,131368.3,1,1,0,106918.67,1,796,14.46,1.8565106638531792
3616,415,0,1,0,1,0,46,9,134950.19,3,0,0,178587.36,2,621,31.71,-2.466647393218387
3619,489,0,0,1,0,1,46,8,92060.06,1,1,0,147222.95,2,865,28.65,1.765330145491691
3623,592,1,0,0,1,0,55,8,85845.43,2,1,1,128918.42,2,564,29.64,-1.7338885745211266e-05
3631,656,0,1,0,1,0,46,9,143267.14,2,0,0,193099.43,1,717,27.67,-6.914814882873946e-05
3634,827,0,0,1,0,1,47,8,143001.5,2,1,0,108977.5,4,265,30.65,6.822145103419369e-05
3640,680,0,0,1,0,1,48,8,115115.38,1,1,0,139558.6,2,813,28.130000000000003,1.7700092988039584
3642,640,1,0,0,1,0,62,3,0.0,1,1,1,101663.47,3,395,21.45,6.320047402317427e-05
3648,729,0,1,0,1,0,67,2,94203.8,1,0,1,102391.06,2,948,22.48,2.9786679141891137e-05
3652,732,0,1,0,1,0,79,10,61811.23,1,1,1,104222.8,1,726,29.26,-5.055262896527055e-05
3684,576,0,1,0,0,1,52,9,170228.59,2,0,0,148477.57,5,364,36.14,-0.6294832739969528
3690,703,0,1,0,0,1,45,5,0.0,2,1,0,131906.44,3,599,26.49,4.189320354848725e-05
3691,670,1,0,0,1,0,67,6,158719.57,1,1,1,118607.4,3,392,25.92,2.0653931153069904e-06
3729,675,1,0,0,1,0,66,5,115654.47,2,1,1,131970.86,2,785,27.35,-9.333093844552022e-05
3732,554,0,0,1,0,1,51,7,105701.91,1,0,1,179797.79,1,999,27.49,0.008130407814109326
3790,609,1,0,0,0,1,45,4,89122.3,1,1,1,199256.98,3,573,24.73,5.745676584351345e-06
3791,596,1,0,0,0,1,54,0,78126.28,1,1,1,153482.91,2,479,14.79,0.5218040261128405
3803,615,0,0,1,0,1,44,9,126104.98,2,0,1,110718.02,3,684,35.34,8.454809342304644e-05
3804,850,0,0,1,1,0,51,4,124425.99,1,0,0,118545.49,1,950,20.5,2.102409915659338
3814,703,1,0,0,1,0,73,5,137761.55,1,1,1,159677.46,5,416,30.66,-0.00010674649378217111
3820,553,0,0,1,1,0,46,3,82291.1,1,1,0,112549.99,1,880,18.3,2.950834520092111
3822,608,1,0,0,0,1,56,5,0.0,2,0,1,153810.41,1,921,25.71,-6.63249035616782e-05
3827,774,0,1,0,1,0,76,4,112510.89,1,1,1,143133.18,3,914,28.14,-9.776660798840649e-05
3832,722,0,1,0,1,0,46,5,0.0,2,1,0,179908.71,2,310,20.6,-4.659905809577602e-05
3837,645,1,0,0,0,1,49,5,110132.55,3,0,1,187689.91,3,390,28.4,-3.163932349039206
3841,739,0,0,1,1,0,58,1,110597.76,1,0,1,160122.66,2,831,19.81,-0.21996170103968332
3842,653,0,1,0,0,1,60,2,120731.39,4,1,1,138160.11,4,663,31.63,-4.465806164382472
3858,636,0,1,0,0,1,45,7,139859.23,1,1,1,108402.54,3,393,27.43,0.00016105827597639227
3878,645,1,0,0,1,0,45,4,0.0,1,0,1,174916.85,5,668,31.68,0.9471335040504278
3881,677,0,1,0,0,1,72,8,0.0,2,1,1,153604.44,2,341,27.41,-0.0001689168186466672
3882,588,0,1,0,0,1,64,3,0.0,1,1,1,189703.65,4,286,23.36,-0.00010016924459434233
3886,642,0,0,1,0,1,56,6,103244.86,2,1,0,143049.72,4,918,34.18,-0.958645272165045
3893,549,0,0,1,1,0,45,6,124240.93,1,1,1,146372.51,4,385,28.85,9.614989351827779e-05
3904,643,1,0,0,0,1,45,9,150840.03,2,1,0,155516.35,2,812,31.62,1.5328590951821541e-06
3905,698,0,0,1,1,0,55,8,155059.1,2,1,1,144584.29,2,976,33.76,-4.4119161881829274e-05
3907,597,0,1,0,1,0,44,8,78128.13,2,0,1,109153.04,1,220,23.2,8.722337392443478e-05
3910,431,0,1,0,1,0,63,6,160982.89,1,1,1,168008.17,2,923,28.23,-5.664755275999203e-05
3913,581,1,0,0,1,0,46,2,79385.21,2,0,0,188492.82,1,639,16.39,-6.127330447897111e-05
3914,553,0,0,1,1,0,53,5,127997.83,1,1,0,165378.66,2,775,23.25,0.24376247773526796
3928,580,1,0,0,0,1,65,1,0.0,2,0,1,103182.46,1,352,14.02,-3.7684139214329484e-05
3931,622,0,0,1,0,1,52,9,111973.97,1,1,1,162756.29,2,918,32.68,0.4621104724187391
3935,581,1,0,0,0,1,46,1,0.0,2,1,0,104272.04,5,790,28.4,8.26992769889815e-05
3948,682,0,1,0,1,0,61,10,73688.2,1,1,1,172141.33,2,603,31.03,-5.084504857961656e-05
3949,748,1,0,0,1,0,58,9,122330.7,2,0,1,124429.19,1,641,28.91,-2.896670114140525e-05
3952,807,0,1,0,0,1,47,9,167664.83,1,0,0,125440.11,4,622,33.72,2.381421530025971
3961,535,0,1,0,1,0,47,0,160729.1,1,0,1,145986.35,5,284,21.84,8.39420192764945e-05
3984,626,0,1,0,0,1,44,2,0.0,1,0,1,173117.22,4,307,22.07,1.1373511669376308
3992,496,0,0,1,0,1,59,7,91680.1,2,1,0,163141.18,4,609,32.59,-2.031652429871433
4002,545,0,0,1,1,0,53,5,114421.55,1,1,0,180598.28,3,490,23.4,-0.2766120760886929
4006,589,0,1,0,0,1,59,2,0.0,2,1,1,126160.24,4,292,23.92,-0.7672358312644594
4009,835,1,0,0,1,0,45,3,100212.13,1,1,0,152577.62,2,398,16.48,8.554246735821843e-05
